Frequency (Hz),Magnitude
49.49903322200738,63.1081389568995
149.49708013515362,126.23943195243163
249.49512704829985,38.16944868461618
349.49317396144613,40.150336322463275
449.4912208745923,38.94928310736548
549.4892677877385,80.37732293767858
649.4873147008849,34.33114677232484
749.4853616140308,25.865401071938564
849.4834085271774,39.14015935868523
949.4814554403234,74.36226879511695
1049.4795023534696,203.6430723971676
1149.477549266616,40.95475484312904
1249.4755961797619,29.235824083987055
1349.4736430929086,48.0739183479711
1449.4716900060548,67.0525472360239
1549.469736919201,72.36579465344694
1649.4677838323469,34.32369722489408
1749.4658307454933,58.96187947568307
1849.4638776586396,54.45519260060978
1949.4619245717854,63.10394321678389
2049.4599714849323,73.03349123710345
2149.4580183980784,64.37379043995368
2249.456065311225,65.67905092175579
2349.454112224371,49.32109984525788
2449.4521591375174,61.7660747768875
2549.4502060506634,56.827780442421854
2649.44825296381,50.06707828994215
2749.4462998769554,52.03969847687826
2849.4443467901024,48.90292918313016
2949.4423937032484,56.30240480288133
3049.4404406163944,54.90496763604684
3149.4384875295405,47.880262677702184
3249.436534442687,42.39766465169247
3349.4345813558334,41.503770517658204
3449.432628268979,43.276563027968976
3549.4306751821255,47.95478547619466
3649.428722095271,56.044547901319795
3749.4267690084175,56.48967258617379
3849.4248159215645,54.22199693929321
3949.4228628347105,52.847486533011164
4049.420909747857,52.22411207223793
4149.418956661003,48.90760498047741
4249.417003574149,46.40677036584165
4349.415050487295,37.43610875193824
4449.413097400442,39.697580208983325
4549.411144313588,39.90622725588411
4649.409191226734,36.926003786425305
4749.40723813988,40.469989332811934
4849.405285053027,38.65531978847534
4949.403331966172,33.416047824105696
5049.401378879319,31.196970906604502
5149.399425792465,28.77653419416617
5249.397472705612,23.523418576840083
5349.395519618757,24.57274630540853
5449.393566531906,26.607147578288206
5549.391613445049,27.6858514652307
5649.389660358196,26.200593347881146
5749.387707271343,26.175462133389654
5849.38575418449,25.335310270206687
5949.383801097635,25.22491625560553
6049.381848010782,25.596510861982026
6149.379894923927,21.10265995234626
6249.377941837073,21.770683998678823
6349.37598875022,22.547975005975683
6449.374035663366,20.43255642066282
6549.372082576512,20.953349728572608
6649.370129489659,23.09675316452876
6749.368176402806,21.08282122405106
6849.36622331595,17.087163849358543
6949.364270229097,18.981918799989447
7049.362317142243,26.156799774202767
7149.360364055389,23.570037706142692
7249.358410968536,23.35561832105642
7349.356457881682,21.631013926420515
7449.354504794827,19.81055519781325
7549.352551707974,18.3093786935353
7649.350598621121,19.047760028266524
7749.348645534266,19.778894831724564
7849.346692447413,20.451241729602074
7949.34473936056,24.08031901796596
8049.342786273704,23.543361732940088
8149.340833186852,21.97134996389832
8249.338880099998,23.395457927954766
8349.336927013144,19.20235489170149
8449.33497392629,23.024994051744326
8549.333020839438,21.889590120835678
8649.331067752582,19.806975206718395
8749.32911466573,17.258181572845544
8849.327161578876,25.90780245605945
8949.325208492022,19.163842142240338
9049.323255405168,16.726015158750357
9149.321302318316,21.960484819099676
9249.31934923146,22.54714655236539
9349.317396144606,25.28685645846289
9449.315443057756,20.042449824823322
9549.313489970898,22.489697208106133
9649.311536884044,25.02616712256805
9749.309583797194,24.60778141763907
9849.307630710338,28.023282338862742
9949.305677623484,32.04911005811401
10049.303724536632,32.43611454087984
10149.301771449776,35.302535536401365
10249.299818362922,30.6985062459934
10349.297865276068,36.793906004451514
10449.295912189215,47.85859509646295
10549.293959102362,37.03428166345793
10649.29200601551,27.78764201157456
10749.290052928654,33.6829768839891
10849.288099841802,38.05572706109996
10949.286146754946,30.82338941659841
