Frequency (Hz),Magnitude
49.49903322200738,104.96440448363704
149.49708013515362,179.02459983771143
249.49512704829985,80.03703558442271
349.49317396144613,53.65556016466176
449.4912208745923,111.47036364544893
549.4892677877385,306.0929069838293
649.4873147008849,89.45897277582428
749.4853616140308,55.47825676574494
849.4834085271774,57.92639819957549
949.4814554403234,69.05290944783555
1049.4795023534696,75.5120378940345
1149.477549266616,75.51851203689712
1249.4755961797619,63.160134158525416
1349.4736430929086,48.62992890906093
1449.4716900060548,114.04857277494479
1549.469736919201,83.34276461079008
1649.4677838323469,47.8215269888698
1749.4658307454933,40.592312185052585
1849.4638776586396,60.87878897790504
1949.4619245717854,75.63773676141574
2049.4599714849323,91.25461735633638
2149.4580183980784,62.03637376064066
2249.456065311225,51.75481023562114
2349.454112224371,42.20193161970046
2449.4521591375174,49.54341318463557
2549.4502060506634,52.60015918804823
2649.44825296381,47.33395802313878
2749.4462998769554,49.651468915405104
2849.4443467901024,43.823631210313785
2949.4423937032484,54.57972088593242
3049.4404406163944,52.44199662125021
3149.4384875295405,43.483891227315134
3249.436534442687,41.61660442296514
3349.4345813558334,46.01608521526971
3449.432628268979,54.116320675401404
3549.4306751821255,44.281698534194454
3649.428722095271,55.710841934028714
3749.4267690084175,45.57908431219965
3849.4248159215645,43.41257063144718
3949.4228628347105,54.323883266747806
4049.420909747857,49.01242086186624
4149.418956661003,44.74471183009342
4249.417003574149,33.00140967114583
4349.415050487295,28.846386309815543
4449.413097400442,37.749701227606614
4549.411144313588,37.62508129440977
4649.409191226734,33.74351408613305
4749.40723813988,38.00262711075348
4849.405285053027,37.569478714401946
4949.403331966172,35.4743278987246
5049.401378879319,27.767608854297805
5149.399425792465,29.079799907172955
5249.397472705612,26.844684517935175
5349.395519618757,24.28540704523579
5449.393566531906,24.548282161574672
5549.391613445049,29.337888671252912
5649.389660358196,29.27307203553221
5749.387707271343,27.526663963712213
5849.38575418449,26.021152572209697
5949.383801097635,23.830461071416398
6049.381848010782,21.446404669306695
6149.379894923927,23.125875891999584
6249.377941837073,23.57364686501447
6349.37598875022,24.108132212163028
6449.374035663366,25.663652196957074
6549.372082576512,24.312006127399076
6649.370129489659,26.55059253051474
6749.368176402806,22.2049095507714
6849.36622331595,20.431059433508224
6949.364270229097,21.761860643283555
7049.362317142243,19.59221655481386
7149.360364055389,21.14703881489838
7249.358410968536,24.049051069693995
7349.356457881682,21.831098456993473
7449.354504794827,20.899018678421793
7549.352551707974,21.310662397148548
7649.350598621121,20.570954208959176
7749.348645534266,20.940545942132616
7849.346692447413,21.19299749923503
7949.34473936056,22.20743133665901
8049.342786273704,27.933895657710153
8149.340833186852,25.165114913110834
8249.338880099998,23.17093254454966
8349.336927013144,27.78175284609589
8449.33497392629,23.024774153910684
8549.333020839438,26.03269681540438
8649.331067752582,23.831340825408102
8749.32911466573,18.417001245111607
8849.327161578876,22.742420939823194
8949.325208492022,22.743004958295405
9049.323255405168,22.41125220422287
9149.321302318316,23.391796748220745
9249.31934923146,22.98659952828034
9349.317396144606,20.104089381904963
9449.315443057756,25.597501951043693
9549.313489970898,24.059949456806883
9649.311536884044,24.652505819484396
9749.309583797194,21.590851701869184
9849.307630710338,22.88177642249118
9949.305677623484,28.53637061523791
10049.303724536632,27.61593686184425
10149.301771449776,26.316432362739665
10249.299818362922,25.78991291675809
10349.297865276068,27.83746602303355
