Frequency (Hz),Magnitude
49.49903322200738,120.12015738709898
149.49708013515362,139.66182071349243
249.49512704829985,68.48754803346908
349.49317396144613,69.6056901373358
449.4912208745923,85.4161331036608
549.4892677877385,177.2604823139566
649.4873147008849,61.69828298682941
749.4853616140308,48.52936825745301
849.4834085271774,91.01676755901153
949.4814554403234,73.47219361081494
1049.4795023534696,85.9884661394552
1149.477549266616,67.5781641060968
1249.4755961797619,50.49492621807035
1349.4736430929086,68.05100726154114
1449.4716900060548,103.42983282976829
1549.469736919201,61.074411488762905
1649.4677838323469,53.185655118223494
1749.4658307454933,42.43843865071254
1849.4638776586396,65.24228638040753
1949.4619245717854,66.43224480424632
2049.4599714849323,53.643985364412636
2149.4580183980784,75.08169541422414
2249.456065311225,37.87048553977053
2349.454112224371,49.6189864791313
2449.4521591375174,39.57115917672043
2549.4502060506634,33.8945422793603
2649.44825296381,39.18933116950395
2749.4462998769554,40.327918580047466
2849.4443467901024,37.54218970731879
2949.4423937032484,37.18807320431487
3049.4404406163944,40.81660151287602
3149.4384875295405,32.809114055625244
3249.436534442687,38.360264389130414
3349.4345813558334,32.50109634696403
3449.432628268979,48.65918479965278
3549.4306751821255,46.96831312562952
3649.428722095271,51.57840785644732
3749.4267690084175,55.591336599959185
3849.4248159215645,56.134946689649944
3949.4228628347105,62.87956603192028
4049.420909747857,45.58441019386642
4149.418956661003,56.33066499355962
4249.417003574149,48.05624670593596
4349.415050487295,45.22965368677518
4449.413097400442,43.2334264303518
4549.411144313588,35.76753156616583
4649.409191226734,34.788795193559935
4749.40723813988,39.09268916441475
4849.405285053027,29.8161165103724
4949.403331966172,34.35877954883732
5049.401378879319,35.29012955345459
5149.399425792465,29.96359231050552
5249.397472705612,20.697117294242307
5349.395519618757,24.830132844109865
5449.393566531906,24.712786132752598
5549.391613445049,23.822864161209072
5649.389660358196,22.304866788410894
5749.387707271343,22.45456996305573
5849.38575418449,27.232962796401857
5949.383801097635,25.74684717258488
6049.381848010782,23.66603807312781
6149.379894923927,22.886716545233458
6249.377941837073,20.587418154521178
6349.37598875022,21.856854802893448
6449.374035663366,24.664767901179097
6549.372082576512,22.440448641646938
6649.370129489659,28.689870740655476
6749.368176402806,20.246302504695855
6849.36622331595,27.4940749450844
6949.364270229097,27.035060535665252
7049.362317142243,26.557893453772934
7149.360364055389,27.08216291601788
7249.358410968536,19.408499746945573
7349.356457881682,19.612232839002342
7449.354504794827,21.692307521775433
7549.352551707974,20.868875058813334
7649.350598621121,25.55796127534462
7749.348645534266,23.858102349337297
7849.346692447413,26.09260893518709
7949.34473936056,25.28681329821891
8049.342786273704,32.65324713820713
8149.340833186852,26.76028805898974
8249.338880099998,25.636255718663257
8349.336927013144,24.604009681066678
8449.33497392629,33.81998608888633
8549.333020839438,29.43436752954908
8649.331067752582,21.618017789019426
8749.32911466573,23.48661538292148
8849.327161578876,26.91337621173919
8949.325208492022,32.13498792411002
9049.323255405168,28.393726983303946
9149.321302318316,28.342632709736016
9249.31934923146,26.958449360989352
9349.317396144606,32.899472933057446
9449.315443057756,35.34190808665699
9549.313489970898,27.289229377202126
9649.311536884044,28.89911832649906
9749.309583797194,29.27956275154666
9849.307630710338,29.097546339093018
9949.305677623484,34.34616402380249
10049.303724536632,31.139890338636597
10149.301771449776,28.10744950699029
10249.299818362922,26.847196746270605
10349.297865276068,26.897702403590905
10449.295912189215,33.16785074045402
10549.293959102362,33.79974431759976
10649.29200601551,30.27995982509422
10749.290052928654,32.08781074655919
10849.288099841802,30.87046540821293
10949.286146754946,34.8054689840998
11049.284193668092,28.76425545756275
11149.282240581239,28.01707981551378
11249.280287494385,25.665055141722647
11349.278334407532,23.195411996770314
11449.276381320678,27.24547847790926
11549.274428233823,23.397448240298882
11649.27247514697,25.038908696740673
11749.27052206012,24.258093968518253
11849.268568973263,23.282557456667497
11949.266615886409,26.02540653054787
12049.264662799556,31.188519196243565
12149.262709712702,25.53823926779968
12249.260756625847,25.56887069235389
12349.258803538996,22.655347039574405
12449.256850452139,24.085917554816657
12549.254897365287,28.755864282363532
12649.252944278436,20.91738268797144
12749.25099119158,19.573129299852802
12849.249038104725,21.770518623053718
12949.247085017874,17.06960221329839
13049.245131931018,19.08394854358538
13149.243178844163,19.66637572765058
13249.241225757312,21.375408322494955
13349.239272670457,20.204097197214494
13449.237319583603,20.64153266375682
13549.23536649675,20.423594783873792
13649.233413409896,16.440155331658367
13749.231460323042,16.801076817778352
13849.229507236187,16.828050794402287
13949.227554149335,17.539668495163088
14049.225601062479,18.530203407146466
14149.223647975627,20.59574216504963
14249.221694888773,22.05101780947869
14349.219741801917,19.410503560325093
14449.217788715065,16.682450241431315
14549.21583562821,18.875677818403407
14649.213882541357,18.057772224329266
14749.211929454503,16.315755004671406
14849.20997636765,14.923003207306328
14949.208023280795,16.491303408596824
15049.20607019394,13.904492059772215
15149.20411710709,16.113603708039708
15249.202164020233,13.55915826132237
15349.200210933383,14.30428226042422
15449.198257846527,14.108292746675442
15549.196304759673,11.80751777164721
15649.194351672819,10.970180950106204
15749.192398585968,10.969222892922208
15849.190445499113,9.263315190895588
15949.18849241226,10.299332203706488
16049.186539325405,11.222574483096425
16149.184586238549,8.34239435638184
16249.182633151697,8.126497790035357
16349.180680064845,9.864010260868113
16449.17872697799,8.781416734495672
16549.176773891137,8.422015243247106
16649.174820804285,7.20776979175622
16749.17286771743,7.688744013067983
16849.170914630577,9.266313579090443
16949.16896154372,8.559542073503877
17049.16700845687,7.569156904279064
17149.165055370013,7.121224624687927
17249.16310228316,8.070214374041699
17349.161149196305,6.8183839050575115
17449.159196109453,8.4673599225848
17549.1572430226,7.873593765652971
17649.15528993575,7.450211779611718
17749.15333684889,8.004846403144937
17849.151383762037,8.251297831754462
17949.149430675185,9.54627145638952
18049.14747758833,8.187289018341975
18149.145524501477,8.8581416555731
