Frequency (Hz),Magnitude
49.49903322200738,115.46703420633085
149.49708013515362,141.0300950793886
249.49512704829985,68.91393266936258
349.49317396144613,60.73290567161365
449.4912208745923,62.32618600870183
549.4892677877385,107.67291937378904
649.4873147008849,68.02597917632531
749.4853616140308,38.214146982358095
849.4834085271774,67.18863975788805
949.4814554403234,46.98526947984556
1049.4795023534696,73.42479646576561
1149.477549266616,49.585850949009874
1249.4755961797619,40.88490320405278
1349.4736430929086,57.12326222014562
1449.4716900060548,63.43842842421166
1549.469736919201,44.70147798398714
1649.4677838323469,46.61529158972504
1749.4658307454933,43.86025057919642
1849.4638776586396,56.68151850553359
1949.4619245717854,58.26975469064037
2049.4599714849323,52.78471346110452
2149.4580183980784,62.48919650087801
2249.456065311225,37.23880063636027
2349.454112224371,41.08307019334198
2449.4521591375174,40.87962252064202
2549.4502060506634,36.36634225382895
2649.44825296381,37.451074933325806
2749.4462998769554,33.96154295481264
2849.4443467901024,40.64385053993949
2949.4423937032484,39.11261693892435
3049.4404406163944,37.88055864429452
3149.4384875295405,38.399757300052215
3249.436534442687,37.31161090350765
3349.4345813558334,36.100636246490964
3449.432628268979,40.149389284258106
3549.4306751821255,50.87063166782027
3649.428722095271,52.292511556998996
3749.4267690084175,50.720970568201274
3849.4248159215645,60.8819667603331
3949.4228628347105,56.6519583566383
4049.420909747857,55.879441009879784
4149.418956661003,53.73471607266709
4249.417003574149,53.04243697326992
4349.415050487295,37.663075289477796
4449.413097400442,36.84868773041123
4549.411144313588,34.449043766894874
4649.409191226734,33.06136364391712
4749.40723813988,37.687416650226574
4849.405285053027,35.55866219101791
4949.403331966172,36.9312125357784
5049.401378879319,28.424193810516112
5149.399425792465,31.633697562847683
5249.397472705612,24.309753851801403
5349.395519618757,21.45470485078737
5449.393566531906,22.52173105669959
5549.391613445049,26.94403230028648
5649.389660358196,22.760740513375023
5749.387707271343,21.433659560839583
5849.38575418449,22.233500253067117
5949.383801097635,25.795043806233576
6049.381848010782,29.781019096590008
6149.379894923927,23.460797062988252
