Frequency (Hz),Magnitude
49.49903322200738,204.03292025203507
149.49708013515362,181.5735752208336
249.49512704829985,82.26144614642695
349.49317396144613,55.038674765056214
449.4912208745923,113.37948541929676
549.4892677877385,305.500045525862
649.4873147008849,91.16553197590349
749.4853616140308,56.64842130748444
849.4834085271774,58.61236432366636
949.4814554403234,69.315983936586
1049.4795023534696,89.86880376292143
1149.477549266616,75.38203457175032
1249.4755961797619,63.426823019280235
1349.4736430929086,50.02519379613688
1449.4716900060548,118.38467854640777
1549.469736919201,89.59677749194023
1649.4677838323469,50.5288804556465
1749.4658307454933,42.540129928492846
1849.4638776586396,63.40328550795206
1949.4619245717854,77.39981991511497
2049.4599714849323,90.86878232903474
2149.4580183980784,66.40170650432938
2249.456065311225,52.547937509703615
2349.454112224371,43.63881997323295
2449.4521591375174,53.118028644502594
2549.4502060506634,56.778873996981595
2649.44825296381,48.041683683459794
2749.4462998769554,54.498284772228445
2849.4443467901024,44.065378903576665
2949.4423937032484,55.96817872843679
3049.4404406163944,55.1141179550655
3149.4384875295405,44.43860918956073
3249.436534442687,42.986235112874226
3349.4345813558334,46.648682487415684
3449.432628268979,56.45820316543135
3549.4306751821255,45.653990631042376
3649.428722095271,56.0707449801971
3749.4267690084175,45.58381515347025
3849.4248159215645,43.94329190200851
3949.4228628347105,54.78615510224067
4049.420909747857,48.868853316800845
4149.418956661003,43.29855121076733
4249.417003574149,31.524135420205138
4349.415050487295,28.784511422905666
4449.413097400442,38.31998365707042
4549.411144313588,37.48890690688248
4649.409191226734,33.49636064211879
4749.40723813988,38.21037012992943
4849.405285053027,38.20141021325686
4949.403331966172,35.28049084644671
5049.401378879319,27.869976882363872
5149.399425792465,29.448456239553558
5249.397472705612,27.551867546251028
5349.395519618757,24.956896259464465
5449.393566531906,24.326054270613223
5549.391613445049,29.51376761238204
5649.389660358196,29.732804578124206
5749.387707271343,27.15213542352089
5849.38575418449,25.555623605848442
5949.383801097635,23.976913405505034
6049.381848010782,21.02283683391919
6149.379894923927,23.23278486319456
6249.377941837073,23.849357290504095
6349.37598875022,23.779701495394317
6449.374035663366,25.235015554116877
6549.372082576512,23.881973381283725
6649.370129489659,26.66650523162116
6749.368176402806,21.79330002997467
6849.36622331595,20.48561131036287
6949.364270229097,22.386408013123265
7049.362317142243,19.805599029532925
7149.360364055389,20.85970736765575
7249.358410968536,23.833358699514157
7349.356457881682,20.22069572450668
7449.354504794827,20.621465554592568
7549.352551707974,21.11833267357692
7649.350598621121,19.50698298477916
7749.348645534266,20.601228104395247
7849.346692447413,21.106738261089177
7949.34473936056,21.489096163553974
8049.342786273704,27.17431323358026
8149.340833186852,25.02793214616634
8249.338880099998,22.570866788510504
8349.336927013144,27.26529089273465
8449.33497392629,22.602846642959726
8549.333020839438,25.094843089359856
8649.331067752582,23.703334740618576
8749.32911466573,18.30243916606246
8849.327161578876,22.338874132427723
8949.325208492022,22.247225115246113
9049.323255405168,22.31796420002271
9149.321302318316,22.938665135445472
9249.31934923146,22.94485932750899
9349.317396144606,19.165206346408898
9449.315443057756,24.971453745840144
9549.313489970898,23.120861936167188
9649.311536884044,24.28423467929451
9749.309583797194,21.443787140793813
9849.307630710338,22.72444928227196
9949.305677623484,27.24798292506819
10049.303724536632,27.369108658128162
10149.301771449776,25.02044926754912
10249.299818362922,26.33396981411603
10349.297865276068,26.635147602844782
10449.295912189215,28.533705724621
10549.293959102362,28.59977535367719
10649.29200601551,30.33533752489001
10749.290052928654,29.645396312969197
10849.288099841802,30.179267514351842
10949.286146754946,28.011831635219824
11049.284193668092,27.378486014370115
11149.282240581239,30.253837610978113
11249.280287494385,21.856345711740804
11349.278334407532,26.2934154921929
11449.276381320678,25.587967511343905
11549.274428233823,28.754183906655786
11649.27247514697,28.799956661897905
11749.27052206012,23.574618177472104
11849.268568973263,23.236454857941307
11949.266615886409,22.896508155894573
12049.264662799556,21.506705854700357
12149.262709712702,23.72403335622355
12249.260756625847,25.853628102340313
12349.258803538996,19.758966365025195
12449.256850452139,19.323614452954228
12549.254897365287,20.666886025409735
12649.252944278436,22.914255776153045
12749.25099119158,21.990621705471572
12849.249038104725,21.02663764398369
