秒數,波的大小
0.0,0.0023963586986803388
1.953125e-05,0.3503402337754381
3.90625e-05,0.5445716283073608
5.859375e-05,0.4077867514535995
7.8125e-05,0.2733274634820992
9.765625e-05,-0.02590203294075649
0.0001171875,0.08816362944783873
0.00013671875,0.006835102863380622
0.00015625,0.11900004356935857
0.00017578125,0.1618445464387074
0.0001953125,0.029688485917908028
0.00021484375,-0.10152839447736284
0.000234375,-0.1209940206505195
0.00025390625,-0.024694515636505526
0.0002734375,-0.023755335510977003
0.00029296875,-0.18292400535650155
0.0003125,-0.15499457733780808
0.00033203125,0.05927265987205652
0.0003515625,-0.21698046562269063
0.00037109375,-0.374147787343577
0.000390625,-0.26178159375355725
0.00041015625,-0.3082262871040988
0.0004296875,-0.47038020806291037
0.00044921875,-0.3071305769576488
0.00046875,-0.21717053779095236
0.00048828125,-0.23607712817510393
0.0005078125,-0.20241199296121842
0.00052734375,-0.23865987352030738
0.000546875,-0.02356526334271528
0.00056640625,-0.049605150394571605
0.0005859375,-0.04748081439635233
0.00060546875,-0.13780981718379212
0.000625,-0.016778568864193686
0.00064453125,0.17966660739218918
0.0006640625,0.21065955153463045
0.00068359375,0.27532881160673733
0.000703125,0.1980700655662362
0.00072265625,0.13154480667463242
0.0007421875,0.13835386258471422
0.00076171875,-0.04522230980877183
0.00078125,-0.23123587824232003
0.00080078125,0.04356375420101395
0.0008203125,0.22122532794682634
0.00083984375,0.3349108459988981
0.000859375,0.5443032911286385
0.00087890625,0.7503079793770081
0.0008984375,0.9143849834499972
0.00091796875,0.9450984096979359
0.0009375,1.0078557673716455
0.00095703125,1.0428178656160227
0.0009765625,1.0177842429843755
0.00099609375,0.9478376850640609
0.001015625,1.1314585803206672
0.00103515625,1.1607967785276534
0.0010546875,1.1642963425668251
0.00107421875,0.7868912814095
0.00109375,0.45266614459492677
0.00111328125,0.7328772434758299
0.0011328125,0.6359068955150098
0.00115234375,0.49320742001357476
0.001171875,0.36372355056421957
0.00119140625,0.44992686922880193
0.0012109375,0.539953992690179
0.00123046875,0.3003736149541647
0.00125,0.2563551369279052
0.00126953125,0.38839939029090353
0.0012890625,0.2322271522744462
0.00130859375,0.23804112448009898
0.001328125,0.008724643830217772
0.00134765625,-0.2981301007546671
0.0013671875,-0.19429479330486477
0.00138671875,-0.1756677208152157
0.00140625,-0.2257573275100703
0.00142578125,-0.3193510993052997
0.0014453125,-0.3476718523762968
0.00146484375,-0.42476288768009635
0.001484375,-0.22203414915529648
0.00150390625,-0.013044209793639794
0.0015234375,0.17020772184222333
0.00154296875,-0.014385895687251972
0.0015625,-0.01847803766276911
0.00158203125,-0.09686603599706052
0.0016015625,-0.243467581305751
0.00162109375,-0.16446464360355403
0.001640625,-0.10840453468212524
0.00166015625,-0.22630518258329527
0.0016796875,-0.32055861660955065
0.00169921875,-0.095926855871532
0.00171875,0.0378168662900418
0.00173828125,-0.10379807978072345
0.0017578125,-0.058695072323794104
0.00177734375,0.30154759011107535
0.001796875,0.5456002541591302
0.00181640625,0.4225229348517732
0.0018359375,0.09597894977812965
0.00185546875,0.3186093623915101
0.001875,0.2520617420683462
0.00189453125,0.07041983350481769
0.0019140625,0.19760047550347193
0.00193359375,0.3120239207970304
0.001953125,0.48134468057088703
0.00197265625,0.4472994010204781
0.0019921875,0.5783262092474872
0.00201171875,0.7668889808788986
0.00203125,0.6298804897095351
0.00205078125,0.48264164360137884
0.0020703125,0.7146862189016048
0.00208984375,0.7342412908010023
0.002109375,0.6674812368780163
0.00212890625,0.6565464968450772
0.0021484375,0.4912396140362769
0.00216796875,0.2664848654246771
0.0021875,0.17510487535390779
0.00220703125,-0.01801962831578495
0.0022265625,-0.04691059789156715
0.00224609375,-0.02473923849962593
0.002265625,0.00961910109262589
0.00228515625,0.010502377639253905
0.0023046875,-0.16908227922073593
0.00232421875,-0.17404651702710097
0.00234375,-0.11048414781722413
0.00236328125,-0.1832147039667842
0.0023828125,-0.2631232796471694
0.00240234375,-0.257901885377862
0.002421875,-0.13477984320738462
0.00244140625,-0.014117558508529535
0.0024609375,0.05568365010664395
0.00248046875,-0.007263779735327241
0.0025,-0.022122951007082187
0.00251953125,-0.14637424547134983
0.0025390625,-0.31497943943528
0.00255859375,-0.28807863726835586
0.002578125,-0.26868009538987986
0.00259765625,-0.298778582269913
0.0026171875,-0.2365131760905279
0.00263671875,-0.06950682448315222
0.00265625,-0.14094041760222054
0.00267578125,0.02254400853442319
0.0026953125,0.33228337779057426
0.00271484375,0.0834677288201961
0.002734375,-0.257901885377862
0.00275390625,0.10852371288340351
0.0027734375,0.46107404286156306
0.00279296875,0.4775208757740924
0.0028125,0.34216713054018394
0.00283203125,0.34282679277121
0.0028515625,0.49850707929334287
0.00287109375,0.5818034118550988
0.002890625,0.5016264989959912
0.00291015625,0.46450652260605424
0.0029296875,0.709643716084779
0.00294921875,0.8981058612741695
0.00296875,0.7370252890302476
0.00298828125,0.5697506002441494
0.0030078125,0.7411621538688851
0.00302734375,0.8352702385899992
0.003046875,0.635157787557743
0.00306640625,0.4539072040465181
0.0030859375,0.4393946349639464
0.00310546875,0.8485641096525398
0.003125,0.9431417844364182
0.00314453125,0.6286058881106036
0.0031640625,0.41750279346650765
0.00318359375,0.47638044276452196
0.003203125,0.5282142411210724
0.00322265625,0.44861872548253007
0.0032421875,0.11962616365304428
0.00326171875,0.17915229446630448
0.00328125,0.09416767382175321
0.00330078125,0.10049595895329065
0.0033203125,0.24283765154976247
0.00333984375,0.023158947902328773
0.003359375,-0.16608584739166873
0.00337890625,-0.21911598233669
0.0033984375,-0.24218179899103937
0.00341796875,-0.23031905954835172
0.0034375,-0.13093367697902972
0.00345703125,-0.33000632144373643
0.0034765625,-0.4017082517415272
0.00349609375,-0.36689150280229116
0.003515625,-0.5320753977375103
0.00353515625,-0.8244399346713837
0.0035546875,-0.7807121552554068
0.00357421875,-0.6899582852683231
0.00359375,-0.8001218778496629
0.00361328125,-0.7817519618229563
0.0036328125,-0.4843561027880372
0.00365234375,-0.1451890895986591
0.003671875,-0.2554980314851402
0.00369140625,-0.3525913673195414
0.0037109375,-0.18819012248892936
0.00373046875,0.16902256596953258
0.00375,0.07293549455534051
0.00376953125,-0.06903723442038796
0.0037890625,0.2536158615617803
0.00380859375,0.46203558441865183
0.003828125,0.2948503413587945
0.00384765625,0.3255525868909532
0.0038671875,0.5620470870716594
0.00388671875,0.5065124717918954
0.00390625,0.24332960304408693
0.00392578125,0.24552102333698686
0.0039453125,0.43453102359960216
0.00396484375,0.24452593963255778
0.003984375,-0.059265288828579274
0.00400390625,0.12568611160585927
0.0040234375,0.2889581041426811
0.00404296875,0.19270332199178747
0.0040625,0.25447677667684815
0.00408203125,0.08353481311487672
0.0041015625,0.012649075069033388
0.00412109375,0.191439901108636
0.004140625,0.22800084170956783
0.00416015625,0.2285598774985729
0.0041796875,0.035524819555121
0.00419921875,-0.09167818387509344
0.00421875,-0.08462315221784941
0.00423828125,-0.1393639366772262
0.0042578125,-0.31986541223118437
0.00427734375,-0.4073321517789182
0.004296875,-0.4381573851846579
0.00431640625,-0.22112851117710827
0.0043359375,-0.2486666141434982
0.00435546875,-0.45923303443014923
0.004375,-0.30205453199348276
0.00439453125,-0.33053181508540114
0.0044140625,-0.4581596857152595
0.00443359375,-0.4962971072411856
0.004453125,-0.3733539565231898
0.00447265625,-0.43332731596765406
0.0044921875,-0.6758594026696153
0.00451171875,-0.5547722507711162
0.00453125,-0.41746188027569014
0.00455078125,-0.6586858232313794
0.0045703125,-0.6353069465351872
0.00458984375,-0.4179314703384544
0.004609375,-0.5870397965124892
0.00462890625,-0.7481427301879713
0.0046484375,-0.6662663485302882
0.00466796875,-0.011859053920949037
0.0046875,0.29370990834922417
0.00470703125,0.18936028797353716
0.0047265625,0.14842768750258567
0.00474609375,0.2072494332216995
0.004765625,0.18270776208437675
0.00478515625,0.33146718553862686
0.0048046875,0.27229883763032986
0.00482421875,0.13558104507124907
0.00484375,-0.13097839984215012
0.00486328125,-0.014173462087430042
0.0048828125,0.2752281851647164
0.00490234375,0.08095206776967327
0.004921875,0.037291372648377036
0.00494140625,0.22380807329202979
0.0049609375,0.24019900262565855
0.00498046875,0.29889776047119127
0.005,0.36271728614401044
0.00501953125,0.4916868426674809
0.0050390625,0.33197031774873137
0.00505859375,0.25842356934722394
0.005078125,0.14453679841111033
0.00509765625,-0.02386714266877802
0.0051171875,0.015388350435158248
0.00513671875,0.19629233175720004
0.00515625,0.24732111857758315
0.00517578125,0.16254893153285382
0.0051953125,0.16601495342468525
0.00521484375,0.2808744466336677
0.005234375,0.2643269872791175
