Time,Amplitude
0.0,0.1933075477866967
1.953125e-05,0.598654225701517
3.90625e-05,0.6178986870094713
5.859375e-05,0.4045035948225866
7.8125e-05,0.4769945609284355
9.765625e-05,0.4020224916460493
0.0001171875,0.3625414010940267
0.00013671875,0.5447238109281048
0.00015625,0.5693248664565023
0.00017578125,0.6019464955332515
0.0001953125,0.6437205317001358
0.00021484375,0.7467296827783108
0.000234375,0.6058447991784952
0.00025390625,0.17071331833787573
0.0002734375,0.32659356919508
0.00029296875,0.6198842220586966
0.0003125,0.434448170493281
0.00033203125,0.2441411786632076
0.0003515625,0.2576773677786789
0.00037109375,0.5552970434784471
0.000390625,0.6942262573896377
0.00041015625,0.4621098607608908
0.0004296875,0.5784938106496742
0.00044921875,0.8298901827543176
0.00046875,0.7269727868424489
0.00048828125,0.5575632994751467
0.0005078125,0.3604372283400047
0.00052734375,0.22394883168672244
0.000546875,0.28660924637077567
0.00056640625,0.33289704252028895
0.0005859375,0.3519146411186696
0.00060546875,0.5255165584140522
0.000625,0.7500958747167744
0.00064453125,0.7047436618916526
0.0006640625,0.6118705996049942
0.00068359375,0.6135654264140493
0.000703125,0.28596821312968884
0.00072265625,0.05945736065489901
0.0007421875,0.23616403287117693
0.00076171875,0.23578661771999476
0.00078125,0.19198938090158277
0.00080078125,0.4428669077102261
0.0008203125,0.6670661012483143
0.00083984375,0.600863549892338
0.000859375,0.41978389450843223
0.00087890625,0.2287876331144191
0.0008984375,0.14016811509065763
0.00091796875,0.3377082767397417
0.0009375,0.5731849329784093
0.00095703125,0.7649004377175779
0.0009765625,0.7977328824742296
0.00099609375,0.47147930478572986
0.001015625,0.327031672671273
0.00103515625,0.5360494741872328
0.0010546875,0.7371530948526135
0.00107421875,0.7117088542858351
0.00109375,0.397566035120263
0.00111328125,0.42157680518966945
0.0011328125,0.7290700634180812
0.00115234375,0.5328539072205178
0.001171875,0.2999540104775058
0.00119140625,0.32767742822279167
0.0012109375,0.19873578986903398
0.00123046875,0.016176889171785426
0.00125,-0.11715800101699365
0.00126953125,-0.10668893519791417
0.0012890625,-0.18400737857503288
0.00130859375,-0.5164595781934562
0.001328125,-0.5882155353753988
0.00134765625,-0.5369147079538044
0.0013671875,-0.5861315951285297
0.00138671875,-0.4735636718715799
0.00140625,-0.3972070142649653
0.00142578125,-0.4375796802967409
0.0014453125,-0.4349608683897478
0.00146484375,-0.5077794685686727
0.001484375,-0.6496243245068478
0.00150390625,-0.6841604222080675
0.0015234375,-0.6936010950161406
0.00154296875,-0.80605953189501
0.0015625,-0.7948254891437085
0.00158203125,-0.6067519015287521
0.0016015625,-0.5679225179679483
0.00162109375,-0.5850458511831824
0.001640625,-0.47604416732936905
0.00166015625,-0.5262212504061339
0.0016796875,-0.6960066953117336
0.00169921875,-0.6368467123570031
0.00171875,-0.47492562685200124
0.00173828125,-0.43726300793559464
0.0017578125,-0.369399630876323
0.00177734375,-0.22308117589667387
0.001796875,-0.024260800630404644
0.00181640625,0.23892829795973614
0.0018359375,0.2975151795666409
0.00185546875,0.18385785267186044
0.001875,0.21340273391793252
0.00189453125,0.2933500425037201
0.0019140625,0.10307087655937382
0.00193359375,-0.1577455626262308
0.001953125,-0.14274305694275202
0.00197265625,-0.27727945243814645
0.0019921875,-0.5135529593839429
0.00201171875,-0.3844851223828792
0.00203125,-0.11118590349714542
0.00205078125,0.15962447793077014
0.0020703125,0.27836540741899596
0.00208984375,0.26644885889457437
0.002109375,0.26703604143374127
0.00212890625,0.3164515553562007
0.0021484375,0.6527501451171382
0.00216796875,0.729243632874269
0.0021875,0.3870750132552771
0.00220703125,0.30917378381879473
0.0022265625,0.25358109812977886
0.00224609375,0.2649902559945201
0.002265625,0.4232548924333659
0.00228515625,0.2630407479051673
0.0023046875,0.11841393024626104
0.00232421875,-0.14193642545494173
0.00234375,-0.4321830785949471
0.00236328125,-0.2570209184402943
0.0023828125,-0.37715315951148504
0.00240234375,-0.5442120051212598
0.002421875,-0.32094625709996205
